,Adrián,Georginio Wijnaldum,Mohamed Salah,Leighton Clarkson,Alisson Becker,Caoimhín Kelleher,Liam Hughes,Fabinho,Takumi Minamino,Andy Robertson,Billy Koumetio,Joe Gomez,Ben Davies,Kostas Tsimikas,Curtis Jones,Joël Matip,Virgil van Dijk,Ben Woodburn,Xherdan Shaqiri,Ozan Kabak,Neco Williams,Roberto Firmino,Sadio Mané,Thiago Alcântara,Divock Origi,Rhys Williams,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Diogo Jota,Alex Oxlade-Chamberlain,Jake Cain,James Milner,Jakub Ojrzynski,Successful,Unsuccessful,Unsuccessful Pass
Virgil van Dijk,0,14,6,0,17,0,0,12,0,20,0,30,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,9,0,0,0,2,0,0,2,12
Ben Woodburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ozan Kabak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,4,4,0,0,0,0,4,0,7,0,4,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,2,2,0,0,0,0,0,1,10
Sadio Mané,0,2,4,0,0,0,0,5,0,12,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4
Thiago Alcântara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhys Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,3,2,0,1,0,0,5,0,6,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,0,1,9,0,4,0,0,4,0,0,0,26,0,0,0,0,6,0,0,0,0,4,2,0,0,0,11,0,0,0,0,0,0,0,0,0,2,26
Diogo Jota,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
Alex Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Milner,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
Jakub Ojrzynski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
